商品CD,呼び径1,呼び径2,呼び径3,年号,倉庫部門CD,年月度,現在庫_完成品数,現在庫_出荷予定数,最終更新日,最終更新時刻
asdfasd
G90E 000     , 150,    ,   ,2024,72,00000000,2,0,20241213,010319
1RG  000     , 100,    ,   ,2023,11,00000000,0,0,20230616,093106
DFAA SR000   ,  75, 200,   ,2021,1,00000000,0,0,20230616,093548
G05E 113     , 200,    ,   ,2023,1,00000000,0,0,20231201,105211
GSPE 113     , 200,    ,   ,2023,1,00000000,0,0,20231201,105211
G11E 113     ,  75,    ,   ,2021,2,00000000,0,0,20230616,141815
G11E 113     ,  75,    ,   ,2022,2,00000000,0,0,20230616,141815
G22E 113     ,  75,    ,   ,2021,2,00000000,0,0,20230616,141819
G22E 113     ,  75,    ,   ,2022,2,00000000,0,0,20230616,141820
G45E 113     ,  75,    ,   ,2021,2,00000000,0,0,20230616,141824
G45E 113     ,  75,    ,   ,2022,2,00000000,0,0,20230616,141824
GG4E 113     ,  75,    ,   ,2021,2,00000000,0,0,20230616,141828
GG4E 113     ,  75,    ,   ,2022,2,00000000,0,0,20230616,141828
GFTEA113     ,  75,  75,   ,2021,2,00000000,0,0,20230616,141832
GFTEA113     ,  75,  75,   ,2022,2,00000000,0,0,20230616,141832
GGHE 113     ,  75,    ,   ,2021,2,00000000,0,0,20230616,141839
GGHE 113     ,  75,    ,   ,2022,2,00000000,0,0,20230616,141839
GJRE 113     ,  75,    ,   ,2021,2,00000000,0,0,20230616,141843
GJRE 113     ,  75,    ,   ,2022,2,00000000,0,0,20230616,141843
KKUD 000     , 300, 100,   ,2023,2,00000000,0,0,20241213,010528
FSPND000     ,  75, 100,   ,2023,1,00000000,0,0,20241213,010255
KP1D 000     , 100,    ,   ,2021,1,00000000,0,0,20241213,010538
KP1N 000     , 100,    ,   ,2021,1,00000000,0,0,20241213,010543
KP1D 000     , 150,    ,   ,2021,1,00000000,0,0,20241213,010538
KP1N 000     , 150,    ,   ,2021,1,00000000,0,0,20241213,010543
KP1N 000     , 200,    ,   ,2021,1,00000000,0,0,20241213,010543
GGHE 000     , 150,    ,   ,2023,31,00000000,0,0,20241213,010329
SBMT   000   , 25A,2000,   ,2023,1,00000000,0,0,20230817,001521
F45EA000     ,  75,    ,   ,2023,3,00000000,0,0,20230913,101631
FSPE2000     , 150, 200,   ,2023,2,00000000,0,0,20230616,110309
FSPE2000     , 150, 300,   ,2023,2,00000000,0,0,20231218,001606
F90YR000     , 150,    ,   ,2023,3,00000000,0,0,20230619,070135
F90YA000     , 150,    ,   ,2023,3,00000000,0,0,20230619,070135
TP1E 000     ,  75,    ,   ,2023,1,00000000,0,0,20230616,170500
F90YA000     , 150,    ,   ,2023,2,00000000,0,0,20230619,141229
K90N 000     , 400,    ,   ,2023,1,00000000,0,0,20241213,010432
K45D 000     , 150,    ,   ,2023,1,00000000,0,0,20241213,010419
FSPEA000     ,  75, 150,   ,2023,11,00000000,0,0,20241213,010237
FSPEA000     ,  75, 300,   ,2023,11,00000000,0,0,20241213,010238
GGTE 000     , 200, 100,   ,2023,11,00000000,0,0,20241213,010334
GG4E 000     , 150,    ,   ,2023,11,00000000,0,0,20241213,010327
GS2EA000     ,  75,    ,   ,2023,11,00000000,0,0,20241213,010346
GS1EA000     ,  75,    ,   ,2023,11,00000000,0,0,20241213,010343
KKME 000     , 400, 150,   ,2023,3,00000000,0,0,20230619,112120
KS2ED000     , 400,    ,   ,2023,1,00000000,0,0,20231116,001524
GFTED000     , 300,  75,   ,2023,2,00000000,0,0,20241213,021436
FFCNA000     ,  50,    ,   ,2023,3,00000000,0,0,20241213,010218
GS1EDAAA     , 200,    ,   ,2021,2,00000000,0,0,20230619,172025
K11D 000     , 100,    ,   ,2023,3,00000000,0,0,20241213,010359
FRPER904     , 300, 100,   ,2021,999,00000000,0,0,20230619,102145
FRPER904     , 300, 100,   ,2022,999,00000000,0,0,20230619,102145
FRPER904     , 300, 100,   ,2023,999,00000000,0,0,20230619,102145
TP1E 000     , 150,    ,   ,2023,3,00000000,0,0,20230619,112104
F90YR113     , 450,    ,   ,2023,2,00000000,0,0,20230621,094704
FFCE5000     , 350,    ,   ,2023,2,00000000,0,0,20230817,001537
FFCE5000     , 400,    ,   ,2023,2,00000000,0,0,20230817,001537
BKW01481     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010116
KJRD 000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010452
NN4E 000     , 350,    ,   ,2023,3,00000000,0,0,20231213,125736
GS1ED000     , 100,    ,   ,2023,2,00000000,0,0,20241121,092229
K05N 000     , 300,    ,   ,2022,1,00000000,0,0,20241213,010359
K05N 000     , 300,    ,   ,2021,1,00000000,0,0,20241213,010359
K90N 000     , 300,    ,   ,2021,1,00000000,0,0,20241213,010432
EETD 990     , 150,  75,   ,2023,1,00000000,0,0,20241213,010141
KS1NA000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010559
KS1NR000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010602
K45N 000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010425
KS2ER113     , 250,    ,   ,2023,2,00000000,0,0,20241213,010615
K45E 113     , 250,    ,   ,2023,2,00000000,0,0,20241213,010423
GS2ER000     , 200,    ,   ,2023,1,00000000,0,0,20240801,152545
KKSE 000     , 250, 100,   ,2023,3,00000000,0,0,20241213,010508
K22E 998     , 100,    ,   ,2023,3,00000000,0,0,20241213,010413
KKUE 000     , 400, 250,   ,2023,1,00000000,0,0,20240403,154643
ZPJE 000     , 100,  50,   ,2023,3,00000000,0,0,20230612,104954
KS2ZR000     , 150,    ,   ,2023,2,00000000,0,0,20241213,010622
KS1ER113     , 450,    ,   ,2023,2,00000000,0,0,20230907,153053
PRGZ 000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010744
FFCNA000     , 250,    ,   ,2023,3,00000000,0,0,20241213,010218
GGTE 000     , 200, 150,   ,2023,31,00000000,0,0,20241213,010334
FSPEA000     ,  75, 510,   ,2023,3,00000000,0,0,20240206,115715
FTMNA000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010306
ZPFE2001     , 150, 150,   ,2023,2,00000000,0,0,20231227,125904
KKUD 000     , 150, 100,   ,2023,1,00000000,0,0,20231227,140518
KKUD 000     , 150, 100,   ,2024,2,00000000,13,0,20241213,010527
TTUD 000     , 200, 150,   ,2024,2,00000000,0,0,20241213,010812
TTSD 000     , 200, 150,   ,2024,2,00000000,0,0,20241213,010809
TTTD 000     ,  75,  75,   ,2023,1,00000000,0,0,20231227,174340
SBML L 000   ,  32,    ,   ,2023,1,00000000,0,0,20240109,091107
FFCE2000     , 100,    ,   ,2023,3,00000000,0,0,20241213,010211
FSPES0R2     , 150, 100,   ,2023,1,00000000,0,0,20240219,001509
BC1D 919     , 150,    ,   ,2024,1,00000000,3,0,20241213,010114
BC2D 919     , 150,    ,   ,2024,1,00000000,-2,0,20241213,010114
BC1D 919     , 200,    ,   ,2024,1,00000000,9,0,20241213,010114
BC2D 919     , 200,    ,   ,2024,1,00000000,10,0,20241213,010114
KZPD 000     , 100, 450,   ,2024,1,00000000,1,0,20241213,010627
BC1D 919     ,  75,    ,   ,2024,1,00000000,0,0,20241213,010114
BC2D 919     ,  75,    ,   ,2024,1,00000000,0,0,20241213,010114
KKTD 000     , 300, 300,   ,2024,1,00000000,0,0,20241213,010517
G05D 000     , 400,    ,   ,2024,1,00000000,7,0,20241213,010308
GZPD 000     , 300, 450,   ,2024,1,00000000,14,0,20241213,010353
K90D 000     , 200,    ,   ,2024,1,00000000,0,0,20241213,010427
GZPD 000     , 200, 450,   ,2024,1,00000000,25,0,20241213,010353
KP1D 000     , 600,    ,   ,2024,1,00000000,13,0,20241213,010539
KKUD 000     , 300, 200,   ,2024,1,00000000,0,0,20241213,010528
K11D 000     , 200,    ,   ,2024,1,00000000,22,16,20241213,010400
G90D 000     , 300,    ,   ,2024,1,00000000,9,0,20241213,010318
FFCDR000     , 400,    ,   ,2024,1,00000000,1,0,20241213,010210
KP1D 000     , 300,    ,   ,2024,1,00000000,0,0,20241213,010539
KJRD 000     , 250,    ,   ,2024,1,00000000,0,0,20241213,010452
K22D 000     , 350,    ,   ,2024,1,00000000,0,0,20241213,010410
KJRD 000     , 400,    ,   ,2024,1,00000000,15,0,20241213,010453
GGHD 000     , 200,    ,   ,2024,1,00000000,1,0,20241213,010329
K45D 000     , 350,    ,   ,2024,1,00000000,0,0,20241213,010420
KKUD 000     , 300, 150,   ,2024,1,00000000,0,0,20241213,010528
K90D 000     , 150,    ,   ,2024,1,00000000,0,0,20241213,010427
KKTD 000     , 200, 200,   ,2024,1,00000000,0,0,20241213,010515
KS1D2000     , 350,    ,   ,2024,1,00000000,0,0,20241213,010545
K11D 000     , 300,    ,   ,2024,1,00000000,0,0,20241213,010400
GGHD 000     , 250,    ,   ,2024,1,00000000,0,0,20241213,010329
KS1DR000     , 350,    ,   ,2024,1,00000000,6,0,20241213,010547
G90D 000     , 250,    ,   ,2024,1,00000000,1,0,20241213,010318
KS1DR000     , 250,    ,   ,2024,1,00000000,0,0,20241213,010547
ZPFDR000     , 250,  50,   ,2024,1,00000000,0,0,20241213,010820
KS1D2000     , 400,    ,   ,2024,1,00000000,0,0,20241213,010545
KJRD 000     , 500,    ,   ,2024,1,00000000,38,0,20241213,010453
KKTD 000     , 200, 150,   ,2024,1,00000000,0,0,20241213,010515
KS1DR000     , 400,    ,   ,2024,1,00000000,9,0,20241213,010547
KKUD 000     , 300, 100,   ,2024,1,00000000,0,0,20241213,010528
KP1D 000     , 450,    ,   ,2024,1,00000000,9,0,20241213,010539
KP1D 000     , 200,    ,   ,2024,1,00000000,0,0,20241213,010539
K90D 000     , 300,    ,   ,2024,1,00000000,0,0,20241213,010427
K11D 000     , 250,    ,   ,2024,1,00000000,0,0,20241213,010400
KKTD 000     , 250, 100,   ,2024,1,00000000,0,0,20241213,010516
KS2D2000     , 350,    ,   ,2024,1,00000000,0,0,20241213,010605
KJRD 000     , 350,    ,   ,2024,1,00000000,1,0,20241213,010452
GGHD 000     ,  75,    ,   ,2024,1,00000000,0,0,20241213,010329
KS2DR000     , 350,    ,   ,2024,1,00000000,0,0,20241213,010607
GGHD 000     , 100,    ,   ,2024,1,00000000,24,0,20241213,010329
KZPD 000     , 200, 300,   ,2024,1,00000000,0,0,20241213,010628
K05D 000     , 300,    ,   ,2024,1,00000000,0,0,20241213,010357
KS1D2000     , 300,    ,   ,2024,1,00000000,0,0,20241213,010545
KKTD 000     , 250, 150,   ,2024,1,00000000,0,0,20241213,010516
GGHD 000     , 150,    ,   ,2024,1,00000000,0,0,20241213,010329
KS1DR000     , 300,    ,   ,2024,1,00000000,1,0,20241213,010547
KP1D 000     , 250,    ,   ,2024,1,00000000,0,0,20241213,010539
ULSNX000     , 200, 240,   ,2023,1,00000000,0,0,20241213,010813
ULSNX000     , 200, 240,   ,2024,1,00000000,0,0,20241213,010813
KKTE 113     , 150, 150,   ,2023,1,00000000,0,0,20240108,110714
K90E 000     ,  75,    ,   ,2022,72,00000000,2,0,20241213,010428
KJRE 002     , 250,    ,   ,2022,1,00000000,0,0,20241213,010456
F3TYR113     , 200, 100,   ,2023,3,00000000,0,0,20231218,001515
GGTE 000     , 100, 100,   ,2023,11,00000000,9,0,20241213,010334
K90E 000     , 200,    ,   ,2023,11,00000000,1,0,20241213,010429
FSPER000     , 200, 200,   ,2023,1,00000000,0,0,20231018,103538
ZPFEA002     , 150,  50,   ,2023,1,00000000,0,0,20241213,010820
KKSE 000     , 600, 400,   ,2023,1,00000000,0,0,20231018,103434
KFTNA000     , 400, 100,   ,2023,1,00000000,0,0,20241213,010447
KKUE 904     , 450, 200,   ,2023,1,00000000,0,0,20241213,010534
ZPFEA000     , 150,  40,   ,2023,1,00000000,0,0,20231218,001554
GVTEA000     , 300,  75,   ,2023,2,00000000,1,0,20241213,010352
FFCER000     , 200,    ,   ,2022,41,00000000,0,0,20241025,135955
FFCER000     , 200,    ,   ,2023,41,00000000,0,0,20241213,010215
FSPCR000     ,  75, 400,   ,2023,3,00000000,0,0,20241213,010231
KS2ER113     , 250,    ,   ,2023,1,00000000,0,0,20231003,144459
K45E 113     , 250,    ,   ,2023,1,00000000,0,0,20230612,114147
KS1ER113     , 450,    ,   ,2023,1,00000000,0,0,20230612,114147
KS1ER113     , 250,    ,   ,2023,1,00000000,0,0,20231027,104544
KS1ZR000     , 250,    ,   ,2023,1,00000000,0,0,20231225,080835
KS2ZR000     , 150,    ,   ,2023,1,00000000,0,0,20231225,080835
K45Z 000     , 150,    ,   ,2023,1,00000000,0,0,20231218,001516
GG2D 000     , 400,    ,   ,2023,1,00000000,0,0,20241213,010324
K22N 998     , 100,    ,   ,2023,3,00000000,0,0,20241213,010415
KJRY 000     , 200,    ,   ,2023,2,00000000,0,0,20241205,111648
KKTY 000     , 200, 200,   ,2023,2,00000000,0,0,20230918,001500
KS1YA000     , 200,    ,   ,2023,2,00000000,0,0,20241211,104625
KS2YA000     , 200,    ,   ,2023,2,00000000,0,0,20230918,001500
KKTE 000     , 300, 200,   ,2023,2,00000000,0,0,20230918,001500
K90Y 000     , 200,    ,   ,2023,2,00000000,0,0,20230918,001501
K90Y 000     , 300,    ,   ,2023,2,00000000,0,0,20230918,001501
KKTY 000     , 200, 200,   ,2023,3,00000000,0,0,20230612,140740
KS1YA000     , 200,    ,   ,2023,3,00000000,0,0,20230918,001500
KS2YA000     , 200,    ,   ,2023,3,00000000,0,0,20230612,140740
KKTE 000     , 300, 200,   ,2023,3,00000000,0,0,20230612,140740
KS1YA000     , 300,    ,   ,2023,3,00000000,0,0,20230612,140740
K90Y 000     , 200,    ,   ,2023,3,00000000,0,0,20230612,140740
K90Y 000     , 300,    ,   ,2023,3,00000000,0,0,20230612,140740
K1SER000     ,  75,1000,   ,2023,1,00000000,0,0,20230613,174457
KKUD 000     , 300, 100,   ,2023,1,00000000,0,0,20241213,010528
KKSE 000     , 400, 150,   ,2022,1,00000000,2,0,20241213,010509
EE2N 990     ,  75,    ,   ,2022,1,00000000,0,0,20241213,010140
GS1E2000     , 150,    ,   ,2022,1,00000000,0,0,20240424,090442
GGSE 000     , 100,  75,   ,2022,41,00000000,0,0,20241118,091204
BZZ12        ,    ,    ,   ,2022,1,00000000,0,0,20241213,010117
BZZ13        ,    ,    ,   ,2022,1,00000000,0,0,20241213,010118
NFTEA000     , 400, 100,   ,2022,1,00000000,0,0,20221114,001456
KFTE2000     , 450,  75,   ,2022,1,00000000,0,0,20220912,001513
KS1E2000     , 450,    ,   ,2022,1,00000000,0,0,20220912,001513
KS2E2000     , 450,    ,   ,2022,1,00000000,0,0,20220912,001513
F45EST00     , 150,    ,   ,2022,2,00000000,0,0,20230118,001420
GFTD2000     ,  75,  75,   ,2022,1,00000000,0,0,20241213,010321
KS2ER113     , 300,    ,   ,2022,1,00000000,0,0,20220824,110856
KKTE 113     , 400, 300,   ,2022,1,00000000,0,0,20220808,142532
KS1EK000     , 250,    ,   ,2022,1,00000000,0,0,20220822,130629
KS1EK000     , 100,    ,   ,2022,1,00000000,0,0,20220822,130629
KS2EK000     , 100,    ,   ,2022,1,00000000,0,0,20220822,130630
KKSE 113     , 250, 200,   ,2022,2,00000000,0,0,20241213,010511
KS2EA113     , 200,    ,   ,2022,2,00000000,0,0,20220801,135911
KFTEA113     , 100, 100,   ,2022,2,00000000,0,0,20220809,112510
DFHKAL2000   , 100,    ,   ,2022,1,00000000,0,0,20241213,010133
FFCN2113     ,  75,    ,   ,2022,3,00000000,0,0,20241213,010218
KFTEA113     , 100, 100,   ,2022,1,00000000,0,0,20220801,112012
FSPES0R2     ,  75, 200,   ,2022,1,00000000,0,0,20221017,001430
FSPNS00A     ,  75, 250,   ,2022,2,00000000,0,0,20241213,010300
FSPES0R2     ,  75, 200,   ,2022,2,00000000,0,0,20220729,153915
K22E 002     , 300,    ,   ,2023,1,00000000,0,0,20230626,130548
FTMER000     , 450,    ,   ,2023,2,00000000,0,0,20230626,113237
KS2ND000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010618
TS1ER000     , 150,    ,   ,2023,2,00000000,4,0,20241213,010803
FRPD2000     , 150, 100,   ,2023,1,00000000,0,0,20241213,010225
FRPDR000     , 250, 150,   ,2023,1,00000000,0,0,20241213,010226
KS1D2000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010545
KFTD2000     , 250,  75,   ,2023,1,00000000,0,0,20241213,010434
TTSD 000     , 100,  75,   ,2023,2,00000000,0,0,20241213,010809
K90D 000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010427
KFTDR000     , 300, 100,   ,2023,2,00000000,0,0,20241213,010436
KUTDR000     , 250,  75,   ,2023,2,00000000,0,0,20241213,010622
TP1D 000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010800
E90D 990     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010140
T22E 006     ,  75,    ,   ,2023,3,00000000,0,0,20230626,162537
KKUN 000     , 250, 150,   ,2023,2,00000000,0,0,20241213,010535
TP1E 000     , 100,    ,   ,2023,2,00000000,0,0,20240913,111720
FTMER000     , 450,    ,   ,2023,1,00000000,0,0,20230825,153330
K22E 002     , 300,    ,   ,2022,1,00000000,0,0,20241213,010413
KKTE 000     , 250, 100,   ,2023,2,00000000,0,0,20231107,113237
K11N 000     , 100,    ,   ,2023,3,00000000,0,0,20241213,010404
FSPEF000     , 150, 200,   ,2023,2,00000000,0,0,20230626,152941
FSPED000     , 150, 200,   ,2023,2,00000000,0,0,20240122,001523
FSPEF000     , 150, 200,   ,2023,1,00000000,0,0,20230817,001541
F3TZR113     , 300, 150,   ,2023,3,00000000,0,0,20241213,010154
F3TE2000     , 150,  75,   ,2023,1,00000000,0,0,20231107,083838
KFTED000     , 300, 100,   ,2023,1,00000000,0,0,20230629,094846
K1SDR000     ,  75,1000,   ,2023,1,00000000,0,0,20241213,010405
GGTE 002     , 300, 150,   ,2023,3,00000000,0,0,20230629,114856
GGTE 002     , 300, 100,   ,2023,3,00000000,0,0,20230629,114856
G45E 002     , 300,    ,   ,2023,3,00000000,2,0,20241213,010317
G22E 002     , 300,    ,   ,2023,3,00000000,4,0,20241213,010314
G11E 002     , 300,    ,   ,2023,3,00000000,0,0,20230629,114857
GG2E 002     , 300,    ,   ,2023,3,00000000,0,0,20230629,114856
G22E 002     , 200,    ,   ,2023,3,00000000,1,0,20241213,010314
G05E 002     , 200,    ,   ,2023,3,00000000,0,0,20230629,114857
GSPE 002     , 200,    ,   ,2023,3,00000000,0,0,20230629,114857
GSPE 002     , 150,    ,   ,2023,3,00000000,0,0,20230629,114857
G22E 002     , 100,    ,   ,2023,3,00000000,0,0,20241213,010314
G05E 002     , 100,    ,   ,2023,3,00000000,0,0,20230629,114857
GGTE 002     , 300, 150,   ,2022,3,00000000,1,0,20241213,010336
GG4Z 113     , 250,    ,   ,2024,1,00000000,0,0,20240718,001650
GFTZA000     , 250,  75,   ,2024,1,00000000,0,0,20240718,001651
G22D 000     , 300,    ,   ,2024,1,00000000,24,0,20241213,010313
K22N 002     , 450,    ,   ,2024,1,00000000,1,0,20241213,010415
K1SER535     , 200, 450,   ,2024,1,00000000,0,0,20241016,190831
FSPER113     ,  75, 100,   ,2024,3,00000000,0,0,20241213,010249
FSPER113     ,  75, 300,   ,2024,3,00000000,0,0,20241213,010249
FHNDR000     ,  50,    ,   ,2024,1,00000000,0,0,20241213,010222
FFCER000     , 150,    ,   ,2024,11,00000000,1,0,20241213,010215
FRPNR000     , 250, 100,   ,2024,1,00000000,0,0,20241213,010230
FSPNR113     ,  75, 300,   ,2024,2,00000000,0,0,20241213,010259
ZPFDR000     ,  75,  40,   ,2024,2,00000000,0,0,20241213,010819
K22E 000     , 500,    ,   ,2024,3,00000000,0,0,20241213,001419
K05E 000     , 500,    ,   ,2024,3,00000000,0,8,20241213,010358
FSPND000     ,  75, 100,   ,2024,3,00000000,0,0,20241213,010255
FSPND000     ,  75, 100,   ,2023,3,00000000,0,0,20241213,010255
K90D 000     ,  75,    ,   ,2024,3,00000000,4,0,20241213,010427
DFHJJLR120   ,  75,    ,   ,2024,1,00000000,0,0,20240718,001608
DFAG SG120   ,  75, 100,   ,2024,1,00000000,0,0,20240718,001608
KZPD 000     , 300, 300,   ,2024,2,00000000,0,0,20241213,010628
KS1ER113     , 600,    ,   ,2024,3,00000000,0,0,20241204,135847
FFCER113     , 600,    ,   ,2024,3,00000000,2,2,20241213,010217
KFTER113     , 150,  75,   ,2024,3,00000000,0,0,20241213,010445
K45Z 113     , 150,    ,   ,2024,3,00000000,0,0,20241213,010426
KFTZR113     , 150,  75,   ,2024,3,00000000,0,0,20241213,010450
K90Z 113     , 150,    ,   ,2024,3,00000000,0,0,20241213,010433
KKTZ 113     , 150, 150,   ,2024,3,00000000,0,0,20241213,010527
KS2ZR000     , 150,    ,   ,2024,3,00000000,0,0,20240531,114346
FFCZR113     , 150,    ,   ,2024,3,00000000,0,0,20241213,010222
F90ER113     , 150,    ,   ,2024,3,00000000,0,0,20241021,001542
KS1ZR113     , 150,    ,   ,2024,3,00000000,0,0,20241213,010604
F45ER000     , 250,    ,   ,2024,2,00000000,0,0,20241213,001523
FRPER000     , 300, 100,   ,2023,2,00000000,0,0,20241213,010228
KS2ER113     , 200,    ,   ,2024,3,00000000,0,0,20240917,001504
KS1ER000     , 600,    ,   ,2022,3,00000000,0,0,20241213,010557
KS1ER000     , 600,    ,   ,2023,3,00000000,0,0,20241213,010557
KJRE 000     , 600,    ,   ,2024,3,00000000,3,3,20241213,010456
KS1ER000     , 600,    ,   ,2024,3,00000000,0,0,20241016,111247
F90NS000     , 150,    ,   ,2024,2,00000000,0,0,20240531,141549
F90NS000     , 150,    ,   ,2024,3,00000000,0,0,20241213,010205
F3TNS000     , 150,  75,   ,2024,2,00000000,0,0,20240531,141549
F3TNS000     , 150,  75,   ,2024,3,00000000,0,0,20241213,010152
KS1ER113     , 600,    ,   ,2022,3,00000000,1,1,20241213,010557
KS1ER113     , 600,    ,   ,2023,3,00000000,0,0,20240718,110836
K1SER903     , 150,1377,   ,2024,3,00000000,0,0,20240821,085954
FSPZR903     , 150,1121,   ,2024,3,00000000,0,0,20241213,010302
FSPZR903     , 150,1885,   ,2024,3,00000000,0,0,20241213,010302
F3TER904     , 600, 400,   ,2024,3,00000000,0,0,20240827,134658
F3TER904     , 600, 600,   ,2024,3,00000000,0,3,20241213,001540
K2TER904     , 600, 600,   ,2024,3,00000000,0,0,20240827,134658
FRPZR904     , 400, 150,   ,2024,3,00000000,0,0,20241213,010231
F90ZR904     , 400,    ,   ,2024,3,00000000,0,0,20241213,010207
F3TZR904     , 400, 400,   ,2024,3,00000000,0,0,20241213,010154
FSPZR904     , 400,2180,   ,2024,3,00000000,0,0,20241213,010303
F90NST00     , 150,    ,   ,2024,2,00000000,0,0,20241213,010205
F90NST00     , 150,    ,   ,2024,3,00000000,0,0,20241213,010205
F3TNST00     , 150,  75,   ,2024,2,00000000,0,0,20241213,010152
F3TNST00     , 150,  75,   ,2024,3,00000000,0,0,20241213,010152
GGMN 000     , 400, 150,   ,2024,1,00000000,0,0,20241213,010331
DFH1 LR479   ,  75,    ,   ,2024,1,00000000,0,0,20241213,010133
DFHJJLR479   ,  75,    ,   ,2024,1,00000000,0,0,20241213,001515
DEFJARR000   , 100,    ,   ,2024,1,00000000,0,0,20241213,010125
FSPEA000     ,  75, 200,   ,2023,72,00000000,3,0,20241213,010238
KFTE5000     , 250,  75,   ,2023,1,00000000,0,0,20230630,104300
F90EK000     , 150,    ,   ,2023,2,00000000,0,0,20230710,143416
GGTE AAA     , 250, 250,   ,2023,3,00000000,0,0,20230630,130832
K22E 113     ,  75,    ,   ,2023,3,00000000,0,0,20241213,010413
F90EA000     , 450,    ,   ,2023,2,00000000,0,0,20230621,094704
F90YR113     , 250,    ,   ,2023,2,00000000,0,0,20230801,115149
K90Z 113     , 300,    ,   ,2023,2,00000000,0,0,20230619,174557
KJRZ 113     , 300,    ,   ,2023,2,00000000,0,0,20230619,174557
KKTE 000     , 600, 300,   ,2023,1,00000000,0,0,20230620,094240
KJRE 000     , 200,    ,   ,2022,72,00000000,0,0,20230619,150142
F90YR113     , 450,    ,   ,2023,1,00000000,0,0,20230620,114507
F90YR113     , 250,    ,   ,2023,1,00000000,0,0,20230620,114507
EETE 990     , 100,  75,   ,2023,1,00000000,0,0,20241213,010141
FSPER000     , 150, 400,   ,2023,3,00000000,0,0,20230622,102605
FSPEA000     ,  75, 300,   ,2023,41,00000000,0,0,20241213,010238
KFTE5000     , 300, 100,   ,2023,1,00000000,0,0,20240122,001537
KFTE2000     , 300, 100,   ,2023,1,00000000,0,0,20240122,001537
FSPDR000     ,  75, 300,   ,2023,3,00000000,0,0,20241213,010234
KKSE 000     , 250, 200,   ,2023,3,00000000,0,0,20241213,010508
TS1ER000     , 100,    ,   ,2023,2,00000000,30,0,20241213,010803
KJRE 002     , 250,    ,   ,2021,3,00000000,3,0,20241213,010456
KFTEA000     , 300, 100,   ,2023,3,00000000,0,0,20241213,010439
KS1YR113     , 200,    ,   ,2023,1,00000000,0,0,20241213,010603
FFCYR113     , 100,    ,   ,2023,1,00000000,0,0,20241213,010221
FFCYR113     , 150,    ,   ,2023,1,00000000,0,0,20241213,010221
KS1YR113     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010603
FFCYR113     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010221
KKSY 113     , 250, 150,   ,2023,1,00000000,0,0,20241213,010514
KKTY 113     , 250, 150,   ,2023,1,00000000,0,0,20241213,010527
K90Y 113     , 250,    ,   ,2023,1,00000000,0,0,20241213,010433
FFCYR113     , 250,    ,   ,2023,1,00000000,0,0,20241213,010221
KS1YR113     , 250,    ,   ,2023,1,00000000,0,0,20241213,010603
FFCZR000     , 300,    ,   ,2023,2,00000000,0,0,20230928,112408
G05N 000     , 400,    ,   ,2023,1,00000000,0,0,20241213,010310
FSPND000     , 150, 250,   ,2023,1,00000000,0,0,20241213,010256
F3TNR000     , 300, 150,   ,2023,1,00000000,0,0,20241213,010152
GFTNA113     ,  75,  75,   ,2023,1,00000000,0,0,20241213,010324
F90ZR000     , 250,    ,   ,2023,3,00000000,0,0,20230918,001553
GSPE 000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010348
FFCEA000     , 350,    ,   ,2023,2,00000000,0,0,20240110,095538
T22N 000     , 150,    ,   ,2023,2,00000000,0,0,20241213,010754
TTTN 000     ,  75,  75,   ,2023,2,00000000,0,0,20241213,010812
KS2DR000     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010606
KS2ER113     , 300,    ,   ,2023,1,00000000,0,0,20230927,163554
K1SER000     , 150, 900,   ,2023,3,00000000,0,0,20241213,010406
FFCE5000     , 250,    ,   ,2023,1,00000000,0,0,20231219,153332
KFTE2000     , 400, 100,   ,2023,1,00000000,0,0,20230726,160138
KS2EA000     , 500,    ,   ,2021,2,00000000,0,0,20230718,144327
ZPFEA000     , 150,  75,   ,2023,1,00000000,0,0,20231218,001554
G11E 002     ,  75,    ,   ,2023,3,00000000,4,0,20241213,010311
GJRE 002     ,  75,    ,   ,2023,3,00000000,2,0,20241213,010340
G45E 002     ,  75,    ,   ,2022,3,00000000,19,0,20241213,010317
GJRE 002     ,  75,    ,   ,2022,3,00000000,2,0,20241213,010340
F3TNR000     , 300, 150,   ,2023,3,00000000,0,0,20241213,010152
KS2ER113     , 300,    ,   ,2023,2,00000000,0,0,20241213,010615
K05N 000     , 350,    ,   ,2021,2,00000000,0,0,20241213,010359
K11N 000     , 350,    ,   ,2021,2,00000000,0,0,20241213,010404
KFTER000     , 600,  75,   ,2023,1,00000000,0,0,20241213,010445
