商品CD,呼び径1,呼び径2,呼び径3,年号,倉庫部門CD,年月度,現在庫_完成品数,現在庫_出荷予定数,最終更新日,最終更新時刻
asdfasd
G22E 000     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010313
GGTE 000     ,  75,  75,   ,2023,1,00000000,0,0,20241213,010333
KKTE 000     , 200, 150,   ,2023,3,00000000,0,0,20241213,010519
KS2EA006     , 200,    ,   ,2023,2,00000000,0,0,20240220,094042
GSPE 000     ,  75,    ,   ,2023,3,00000000,1,0,20241213,010348
FFCDR535     ,  50,    ,   ,2023,1,00000000,0,0,20241213,010210
GSPE 000     , 300,    ,   ,2023,1,00000000,0,0,20241213,010349
G22E 000     , 300,    ,   ,2023,1,00000000,4,0,20241213,010314
G22E 000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010314
FFCER000     , 600,    ,   ,2023,1,00000000,0,0,20241213,010217
GZPE 002     , 200, 450,   ,2023,1,00000000,4,0,20241213,010355
GZPE 002     ,  75, 450,   ,2023,1,00000000,0,0,20241213,010355
GZPE 000     , 200, 450,   ,2023,2,00000000,0,0,20241213,010355
KS2ER000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010613
KP1E 000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010541
KJRE 000     , 400,    ,   ,2023,2,00000000,0,2,20241213,010455
KP1E 000     , 400,    ,   ,2023,2,00000000,0,0,20241213,010541
TP1E 000     ,  75,    ,   ,2023,2,00000000,1,1,20241213,010801
G90Z 000     , 150,    ,   ,2023,2,00000000,0,0,20241213,010321
GG4Z 000     , 150,    ,   ,2023,2,00000000,0,0,20231121,144046
G22Z 000     , 150,    ,   ,2023,2,00000000,0,0,20230113,105847
GG2Z 000     , 150,    ,   ,2023,2,00000000,0,0,20230113,105847
GSPZ 000     , 150,    ,   ,2023,2,00000000,0,0,20230113,105847
GS1ZA000     , 150,    ,   ,2023,2,00000000,0,0,20230113,105847
GUTZA000     , 100,  75,   ,2023,2,00000000,0,0,20230113,105847
KS2E2000     ,  75,    ,   ,2023,2,00000000,0,0,20231205,101106
GFTEDAAA     , 200,  75,   ,2021,2,00000000,0,0,20230113,093804
GFTEDAAA     , 200,  75,   ,2023,2,00000000,0,0,20230113,104906
GUTED000     , 200,  75,   ,2023,2,00000000,0,0,20240329,094552
FSPED000     ,  75, 100,   ,2023,2,00000000,0,0,20241213,010242
GG2E 000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010325
KKTE 000     , 250, 250,   ,2023,2,00000000,1,0,20241213,010519
K45E 000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010422
K11E 000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010401
KS1ZD000     , 200,    ,   ,2024,1,00000000,0,0,20241024,142104
KS1EA000     , 200,    ,   ,2024,1,00000000,10,8,20241213,010550
KS2ZD000     , 200,    ,   ,2024,1,00000000,0,0,20240112,144208
KS2EA000     , 200,    ,   ,2024,1,00000000,6,6,20241213,010609
F90ZD000     , 200,    ,   ,2024,1,00000000,0,0,20240701,152229
K22D 000     ,  75,    ,   ,2024,1,00000000,0,0,20241213,010409
K45D 000     , 200,    ,   ,2024,1,00000000,0,0,20241213,010419
FFCDR000     , 100,    ,   ,2024,2,00000000,0,0,20241213,010209
FFCD2000     , 100,    ,   ,2024,2,00000000,10,0,20241213,010208
FFCDR000     , 100,    ,   ,2024,3,00000000,0,0,20241213,010209
K45E 000     ,  75,    ,   ,2024,2,00000000,228,5,20241213,010420
K22E 000     ,  75,    ,   ,2024,2,00000000,34,1,20241213,010410
FSPEA000     ,  75, 300,   ,2024,2,00000000,453,64,20241213,010238
K45E 000     , 150,    ,   ,2024,2,00000000,297,40,20241213,010421
FFCER000     , 500,    ,   ,2024,1,00000000,10,14,20241213,010216
KFTER000     , 600,  75,   ,2024,1,00000000,0,0,20241213,001505
K90E 113     , 600,    ,   ,2024,1,00000000,0,0,20240806,130241
FSPER000     , 100, 100,   ,2024,1,00000000,4,0,20241213,010247
GGUE 000     , 100,  75,   ,2024,2,00000000,6,9,20241213,010337
FSPEA000     , 150, 150,   ,2024,2,00000000,3,0,20241213,010240
KKUE 000     , 350, 200,   ,2024,3,00000000,0,0,20241213,010532
F90NR000     , 450,    ,   ,2023,2,00000000,0,0,20241213,010205
K2TER000     , 150, 150,   ,2024,1,00000000,0,0,20240801,144458
KS1EA000     ,  75,    ,   ,2024,3,00000000,39,0,20241213,010549
GFTEA000     , 100,  75,   ,2024,3,00000000,81,46,20241213,010321
GGHE 000     , 300,    ,   ,2024,1,00000000,0,0,20241204,094405
RGAE 399     ,  50,    ,   ,2024,1,00000000,0,0,20241213,010747
K11E 000     , 150,    ,   ,2024,2,00000000,27,7,20241213,010401
KUTEA000     , 150,  75,   ,2024,2,00000000,6,0,20241213,010623
FSPEA000     ,  75, 150,   ,2024,2,00000000,182,32,20241213,010237
DFKQ KR000   ,  75,    ,   ,2023,3,00000000,0,0,20240130,100039
1RG  000     , 150,    ,   ,2024,2,00000000,75,26,20241213,010047
KFTER000     ,  75,  75,   ,2024,2,00000000,3,0,20241213,010442
K90E 000     , 600,    ,   ,2024,2,00000000,0,0,20241112,082547
KFTER000     , 600,  75,   ,2024,2,00000000,0,0,20240318,001536
KS1ER000     , 600,    ,   ,2024,2,00000000,0,0,20240718,001645
KJRE 000     , 600,    ,   ,2024,2,00000000,1,3,20241213,010456
KS1ER000     , 250,    ,   ,2024,2,00000000,20,5,20241213,010555
GG4E 000     , 150,    ,   ,2024,2,00000000,135,34,20241213,010327
G45E 000     , 150,    ,   ,2024,2,00000000,388,74,20241213,010316
G45E 000     , 100,    ,   ,2024,2,00000000,389,50,20241213,010316
K90E 113     , 600,    ,   ,2024,2,00000000,0,0,20241213,001458
KS1ER113     , 600,    ,   ,2024,2,00000000,0,0,20240318,001536
KJRE 113     , 600,    ,   ,2024,2,00000000,0,0,20241213,001459
KKSE 000     , 150, 100,   ,2024,2,00000000,15,0,20241213,010507
FSPEA000     ,  75, 250,   ,2024,2,00000000,233,1,20241213,010238
GS1ED000     , 150,    ,   ,2023,31,00000000,0,0,20240111,103613
FFCER000     , 350,    ,   ,2024,1,00000000,0,0,20241213,010216
K45E 000     , 150,    ,   ,2024,1,00000000,52,31,20241213,010421
K22E 000     , 150,    ,   ,2024,1,00000000,38,7,20241213,010411
FSPEA000     ,  75, 100,   ,2024,1,00000000,42,9,20241213,010237
FSPED000     ,  75, 500,   ,2024,1,00000000,3,16,20241213,010243
EJ5N 990     , 100,    ,   ,2024,1,00000000,0,0,20241213,010141
ZPFD2000     ,  75,  40,   ,2023,2,00000000,0,0,20241213,010819
K22N 000     , 350,    ,   ,2023,1,00000000,0,0,20241213,010415
K22N 000     , 350,    ,   ,2024,1,00000000,0,0,20241213,010415
FFCED000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010213
KS1ER000     , 100,    ,   ,2021,41,00000000,0,0,20240110,111520
KS1ER000     , 100,    ,   ,2022,41,00000000,0,0,20240110,111520
KS1ER000     , 100,    ,   ,2023,41,00000000,0,0,20240110,111520
FFCEA000     , 350,    ,   ,2023,3,00000000,2,0,20241213,010213
KFTNF000     , 100,  75,   ,2023,2,00000000,0,0,20241213,010448
K22D 000     , 100,    ,   ,2024,1,00000000,2,0,20241213,010409
DEKQ  2000   ,  75,    ,   ,2024,1,00000000,0,0,20241213,010128
DEAA T3000   ,  75, 200,   ,2024,1,00000000,0,0,20241213,010122
DFAA TG000   , 150, 300,   ,2024,1,00000000,0,0,20241213,010130
DEAA CG000   ,  75, 150,   ,2024,1,00000000,27,0,20241213,010121
KS1EA000     , 300,    ,   ,2024,2,00000000,9,1,20241213,010550
TS2ER000     , 150,    ,   ,2024,3,00000000,10,0,20241213,010807
GFTEA000     , 200,  75,   ,2024,3,00000000,30,33,20241213,010322
KJRE 000     , 200,    ,   ,2024,3,00000000,102,80,20241213,010454
KP1E 000     , 200,    ,   ,2024,3,00000000,33,12,20241213,010540
G11E 000     , 300,    ,   ,2024,3,00000000,38,3,20241213,010311
GG4E 000     , 300,    ,   ,2024,3,00000000,44,31,20241213,010327
GJRE 000     , 400,    ,   ,2024,3,00000000,0,1,20241213,001449
GGSE 000     , 400, 300,   ,2024,3,00000000,1,0,20241213,010332
T11E 000     , 200,    ,   ,2024,3,00000000,18,4,20241213,010753
FSPEA000     , 100, 400,   ,2024,3,00000000,7,9,20241213,010240
KKUE 000     , 300, 200,   ,2024,3,00000000,1,0,20241213,010531
TTUE 000     , 200, 150,   ,2024,3,00000000,9,0,20241213,010813
TS1ER000     , 150,    ,   ,2024,3,00000000,11,2,20241213,010803
TS2ER000     , 200,    ,   ,2024,3,00000000,18,2,20241213,010807
KKSE 000     , 400, 200,   ,2024,3,00000000,0,0,20240312,144340
KJRE 000     , 400,    ,   ,2024,3,00000000,22,26,20241213,010455
KP1E 000     , 400,    ,   ,2024,3,00000000,2,5,20241213,010541
TTSE 000     , 200, 100,   ,2024,3,00000000,0,0,20240823,165148
T22E 000     , 150,    ,   ,2024,3,00000000,14,10,20241213,010754
GZPE 000     , 200, 300,   ,2024,3,00000000,42,36,20241213,010355
T22E 000     , 200,    ,   ,2024,3,00000000,23,16,20241213,010754
K45E 000     , 250,    ,   ,2024,1,00000000,4,0,20241213,010422
K22E 000     , 250,    ,   ,2024,1,00000000,4,1,20241213,010411
K11E 000     , 250,    ,   ,2024,1,00000000,3,0,20241213,010401
DEFV LR000   , 100,    ,   ,2024,1,00000000,0,0,20240318,001527
DEFV LR000   , 250,    ,   ,2024,1,00000000,0,0,20240318,001527
FFCEA000     , 300,    ,   ,2024,2,00000000,2,0,20241213,010213
KFTEA000     ,  75,  75,   ,2024,2,00000000,10,1,20241213,010438
GS1EA000     , 150,    ,   ,2024,41,00000000,0,0,20240717,155500
GGTE 000     , 150,  75,   ,2024,1,00000000,85,35,20241213,010334
KP1E 000     , 100,    ,   ,2024,3,00000000,22,19,20241213,010540
GUTER000     , 150,  75,   ,2024,1,00000000,0,0,20240318,001537
GUTER000     , 100,  75,   ,2024,1,00000000,0,0,20240318,001537
KS2EA000     , 500,    ,   ,2024,1,00000000,3,2,20241213,010610
F3TER113     , 150, 100,   ,2024,3,00000000,0,0,20241021,001542
F3TER113     , 100, 100,   ,2024,3,00000000,0,0,20241021,001542
KS2ER000     , 100,    ,   ,2024,2,00000000,49,3,20241213,010613
KP1E 000     , 400,    ,   ,2024,1,00000000,9,9,20241213,010541
FFCE2000     , 150,    ,   ,2024,2,00000000,0,0,20241213,010211
KS1EA000     , 500,    ,   ,2024,2,00000000,0,0,20240624,102746
KS2EA000     , 500,    ,   ,2024,2,00000000,0,0,20240131,154858
KJRE 000     , 500,    ,   ,2024,2,00000000,2,2,20241213,010456
GGSE 000     , 400, 200,   ,2024,1,00000000,3,0,20241213,010332
K45E 000     , 450,    ,   ,2024,1,00000000,21,2,20241213,010422
FFCER000     , 350,    ,   ,2024,2,00000000,5,0,20241213,010216
T22E 000     , 150,    ,   ,2024,2,00000000,22,18,20241213,010754
TS2EA000     ,  75,    ,   ,2024,2,00000000,19,0,20241213,010806
TS2EA000     , 150,    ,   ,2024,2,00000000,42,2,20241213,010806
KS2E2000     , 250,    ,   ,2024,1,00000000,0,0,20241213,001533
GGUE 000     , 150, 100,   ,2024,1,00000000,30,13,20241213,010338
2UT  000     , M20, 100,   ,2024,3,00000000,144,8,20241213,010059
GGTE 000     , 250, 100,   ,2024,1,00000000,19,9,20241213,010335
KS1ER000     , 200,    ,   ,2024,2,00000000,14,2,20241213,010555
GGTE 000     , 200, 100,   ,2024,1,00000000,140,61,20241213,010334
KFTEA000     , 300,  75,   ,2024,1,00000000,1,1,20241213,010439
KZPE 000     , 250, 450,   ,2024,1,00000000,0,0,20241125,095259
KKSE 000     , 200, 150,   ,2024,1,00000000,0,0,20241213,010507
FSPEA000     ,  75, 300,   ,2024,1,00000000,141,30,20241213,010238
619TB2926    ,    ,    ,   ,2024,1,00000000,73,0,20241213,010106
RCAE 916     , 150,    ,   ,2024,1,00000000,0,0,20241213,010747
RCBN 916     , 100,    ,   ,2024,1,00000000,0,0,20241213,010747
RCBN 916     , 150,    ,   ,2024,1,00000000,0,0,20241213,010747
1GR  000     , 200,    ,   ,2024,1,00000000,630,0,20241213,010042
1GR  000     , 300,    ,   ,2024,1,00000000,486,0,20241213,010042
EEHD 990     , 100,    ,   ,2024,1,00000000,1,0,20241213,010141
G90E 000     , 150,    ,   ,2024,1,00000000,36,28,20241213,010319
KKTE 000     , 250, 150,   ,2023,2,00000000,0,0,20241213,010519
KFTER000     , 250,  75,   ,2023,2,00000000,0,0,20240206,111118
KKME 000     , 250, 100,   ,2023,2,00000000,0,0,20241213,010503
KKSE 000     , 100,  75,   ,2023,2,00000000,0,0,20241213,010507
KP1E 000     , 150,    ,   ,2023,1,00000000,0,0,20241213,010540
G11E 000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010311
G22E 000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010313
GS2EA000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010346
DFH1 LR000   ,  75,    ,   ,2023,1,00000000,0,0,20241213,010132
DFAG SG000   ,  75, 100,   ,2023,1,00000000,0,0,20240624,154031
GFTEA000     , 100,  75,   ,2023,1,00000000,0,0,20241213,010321
FSPER000     ,  75, 200,   ,2023,3,00000000,0,0,20241213,010246
FSPES00A     ,  75, 400,   ,2023,2,00000000,0,0,20241213,010251
GGTE 000     , 400, 300,   ,2023,1,00000000,0,0,20241213,010335
GFTEA000     , 400, 100,   ,2023,1,00000000,0,0,20240122,001443
GS1EA000     , 300,    ,   ,2023,3,00000000,0,2,20241213,010344
G45E 000     , 300,    ,   ,2023,3,00000000,0,0,20241213,010317
GG2E 000     , 300,    ,   ,2023,3,00000000,0,0,20241213,010325
G22E 000     , 300,    ,   ,2023,3,00000000,0,0,20241213,010314
GFTEA000     , 300,  75,   ,2023,3,00000000,0,0,20241213,010322
FSPEA000     ,  75, 300,   ,2023,3,00000000,0,0,20241213,010238
GJRE 000     , 300,    ,   ,2023,3,00000000,3,0,20241213,010340
KKTE 000     , 200, 150,   ,2023,1,00000000,0,0,20241213,010519
949YB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010111
GGHE 000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010330
GGHE 113     , 300,    ,   ,2023,2,00000000,0,0,20240110,144020
FSPEA000     , 100, 100,   ,2023,1,00000000,1,1,20241213,010239
FSPEA002     ,  75, 200,   ,2023,1,00000000,5,0,20241213,010241
FSPEA002     ,  75, 100,   ,2023,1,00000000,1,0,20241213,010241
KJRE 002     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010456
KJRE 002     , 100,    ,   ,2023,1,00000000,0,0,20241213,010456
KJRE 002     , 150,    ,   ,2023,1,00000000,0,0,20241213,010456
KP1E 002     ,  75,    ,   ,2023,1,00000000,1,0,20241213,010542
KP1E 002     , 100,    ,   ,2023,1,00000000,2,0,20241213,010542
KP1E 002     , 150,    ,   ,2023,1,00000000,3,0,20241213,010542
G22E 002     , 150,    ,   ,2023,1,00000000,0,0,20241213,010314
G05E 002     , 100,    ,   ,2023,1,00000000,3,0,20241213,010309
GG4E 002     , 100,    ,   ,2023,1,00000000,0,0,20241213,010327
FSPEA000     ,  75, 400,   ,2023,1,00000000,0,0,20241213,010239
G05E 000     , 300,    ,   ,2023,1,00000000,0,0,20241213,010309
G45E 000     , 300,    ,   ,2023,1,00000000,2,0,20241213,010317
G90E 000     , 300,    ,   ,2023,1,00000000,4,1,20241213,010320
GG2E 000     , 300,    ,   ,2023,1,00000000,0,0,20241213,010325
GG4E 000     , 300,    ,   ,2023,1,00000000,0,0,20241213,010327
GGTE 000     , 300, 300,   ,2023,1,00000000,1,0,20241213,010335
KP1E 000     , 300,    ,   ,2023,1,00000000,0,0,20241213,010541
G22E 000     , 300,    ,   ,2023,2,00000000,7,7,20241213,010314
GJRE 000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010340
T45E 000     , 150,    ,   ,2023,2,00000000,3,4,20241213,010755
K90E 000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010429
FFCER000     ,  50,    ,   ,2023,1,00000000,2,0,20241213,010214
877HB1000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010109
959DB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010112
959SB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010112
942FB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010110
949NB9000    ,    ,    ,   ,2023,1,00000000,-2,6,20241213,010111
959BB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010112
959ZB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010112
275FB2445    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010054
949DB9000    ,    ,    ,   ,2023,1,00000000,-1,0,20241213,010111
949EB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010111
949JB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010111
G45E 000     ,  75,    ,   ,2023,2,00000000,-3,0,20241213,010316
G22E 000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010313
GUTEA000     ,  75,  75,   ,2023,2,00000000,0,0,20231004,171400
PRGB 000     , 100,    ,   ,2023,2,00000000,0,0,20241213,010744
KKTE 000     , 100, 100,   ,2023,2,00000000,0,0,20241213,010518
UNML0L 000   ,  36,1570,   ,2023,1,00000000,0,0,20230113,130302
UNML0L 000   ,  36,1720,   ,2023,1,00000000,0,0,20241213,010813
UNMZ   000   ,  36,    ,   ,2023,1,00000000,0,0,20241213,010815
BKZ11920     , 100,    ,   ,2023,1,00000000,0,0,20241213,010117
SBML L 000   ,  32, 350,   ,2023,1,00000000,0,0,20241213,010748
DFHKALR000   ,  75,    ,   ,2023,1,00000000,0,0,20241213,010134
3UT  000     , M20, 100,   ,2023,1,00000000,49,0,20241213,010102
K45E 000     , 300,    ,   ,2023,1,00000000,2,5,20241213,010422
GGHE 000     ,  75,    ,   ,2023,31,00000000,0,0,20241213,010329
G90E 000     , 300,    ,   ,2023,3,00000000,8,3,20241213,010320
NNTE 000     , 350, 250,   ,2022,3,00000000,0,0,20230110,135541
KKTE 000     , 450, 300,   ,2022,2,00000000,0,0,20230111,090246
KFTZR000     , 150,  75,   ,2022,1,00000000,0,0,20230111,141729
K2TZR000     , 150,  75,   ,2022,1,00000000,0,0,20230111,141729
FSPZR000     ,  75, 200,   ,2022,1,00000000,0,0,20230111,141729
FSPER000     ,  75, 100,   ,2023,1,00000000,0,0,20241213,010245
1RG  000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010048
GJRE 000     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010339
GGTE 000     , 250, 100,   ,2023,1,00000000,0,0,20241213,010335
GGUE 000     , 250, 200,   ,2023,1,00000000,0,0,20241213,010338
GJRE 000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010340
G45E 000     , 200,    ,   ,2023,1,00000000,0,0,20241213,010316
G45E 000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010316
GGTE 000     , 100,  75,   ,2023,1,00000000,0,0,20241213,010333
GJRE 000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010340
GFTND002     , 200,  75,   ,2022,1,00000000,0,0,20241213,010324
KKSN 000     , 400, 150,   ,2022,1,00000000,0,0,20241213,010513
KGTE 000     ,  75,    ,   ,2021,31,00000000,0,0,20231124,091214
F45EA904     , 400,    ,   ,2022,1,00000000,0,0,20241213,010155
K2TEA904     , 400, 400,   ,2022,1,00000000,0,0,20241213,010416
GGHE 000     , 150,    ,   ,2022,41,00000000,0,0,20240927,094710
FSPZR000     ,  75, 300,   ,2022,2,00000000,0,0,20241213,010302
DEFJARR000   ,  75,    ,   ,2022,1,00000000,0,0,20230110,130214
321FB4112    ,    ,    ,   ,2022,1,00000000,0,0,20241213,010101
752RB5000    ,    ,    ,   ,2022,1,00000000,0,0,20241213,010107
754RB5000    ,    ,    ,   ,2021,1,00000000,0,0,20241213,010108
KS1DR000     , 350,    ,   ,2022,3,00000000,0,0,20241213,010547
GS1D5000     , 200,    ,   ,2023,1,00000000,0,0,20241213,010343
G22D 000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010313
GSPD 000     , 200,    ,   ,2023,1,00000000,0,0,20241213,010348
G11N 002     , 150,    ,   ,2022,1,00000000,0,0,20241213,010313
GL4D 916     , 150,    ,   ,2023,1,00000000,0,0,20241213,010342
KKUE 000     , 350, 200,   ,2023,3,00000000,0,0,20241213,010532
GJRE 000     , 200,    ,   ,2023,3,00000000,0,0,20241213,010340
1RG  000     , 150,    ,   ,2023,1,00000000,0,0,20241213,010047
GS1EA000     , 150,    ,   ,2023,1,00000000,0,0,20241213,010343
FSPEA000     , 100, 150,   ,2023,1,00000000,0,0,20241213,010239
FSPEA000     , 100, 250,   ,2023,1,00000000,3,0,20241213,010240
TS1EA000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010802
GZPE 000     , 300, 450,   ,2023,3,00000000,3,1,20241213,010355
G11E 000     , 300,    ,   ,2023,3,00000000,7,18,20241213,010311
GZPE 000     , 150, 450,   ,2023,3,00000000,0,0,20241213,010354
GVTEA000     , 150,  75,   ,2023,3,00000000,1,1,20241213,010352
GSPE 000     , 150,    ,   ,2023,3,00000000,0,1,20241213,010349
T11E 000     , 150,    ,   ,2023,3,00000000,25,4,20241213,010753
T22E 000     , 150,    ,   ,2023,3,00000000,0,0,20241213,010754
FSPEA000     ,  75, 400,   ,2023,3,00000000,0,0,20241213,010239
KP1E 000     , 150,    ,   ,2023,3,00000000,0,0,20241213,010540
G05E 000     ,  75,    ,   ,2023,3,00000000,0,0,20241213,010308
KS1EA002     , 350,    ,   ,2021,1,00000000,0,0,20241213,010551
KKTE 000     , 600, 500,   ,2023,1,00000000,0,0,20241213,010522
GGAD 919     , 300, 200,   ,2023,1,00000000,0,0,20241213,010329
G45D 000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010315
GG4D 000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010326
RBAD 000     , 140,  13,   ,2023,1,00000000,0,0,20241213,010746
G45D 000     , 300,    ,   ,2023,1,00000000,0,0,20241213,010315
K2TZR000     , 150,  75,   ,2022,2,00000000,0,0,20230315,001443
GFTEA000     , 150,  75,   ,2024,1,00000000,107,40,20241213,010322
GJRE 000     , 150,    ,   ,2024,1,00000000,308,181,20241213,010340
DEHJJLR000   ,  75,    ,   ,2024,1,00000000,4,4,20241213,010127
FSPER000     ,  75, 400,   ,2024,1,00000000,35,3,20241213,010246
KFTEA000     , 250, 100,   ,2024,1,00000000,0,0,20240318,001527
FSPEA000     ,  75, 100,   ,2024,11,00000000,13,3,20241213,010237
KS1EA000     , 100,    ,   ,2024,2,00000000,86,5,20241213,010550
EI0021       ,    ,    ,   ,2024,1,00000000,292,0,20241213,010141
KS1EA000     ,  75,    ,   ,2024,1,00000000,17,5,20241213,010549
KKSE 000     , 300, 250,   ,2024,1,00000000,0,0,20241213,010509
KS2ER000     , 250,    ,   ,2024,1,00000000,6,1,20241213,010614
KJRE 000     , 400,    ,   ,2024,1,00000000,16,15,20241213,010455
FSPER000     ,  75, 200,   ,2024,1,00000000,36,2,20241213,010246
FSPER000     , 100, 200,   ,2024,1,00000000,2,1,20241213,010247
FSPER000     ,  75, 100,   ,2024,1,00000000,62,31,20241213,010245
DEAA TR000   ,  75, 150,   ,2024,1,00000000,86,0,20241213,010122
FSPER000     , 100, 250,   ,2024,2,00000000,1,0,20241213,010247
FSPER000     , 100, 150,   ,2024,1,00000000,5,0,20241213,010247
FSPEA000     ,  75, 500,   ,2024,1,00000000,73,32,20241213,010239
FSPEA000     ,  75, 150,   ,2024,1,00000000,103,70,20241213,010237
GFTEA000     , 100,  75,   ,2024,1,00000000,89,50,20241213,010321
GGHE 000     , 100,    ,   ,2024,1,00000000,37,6,20241213,010329
G11E 000     , 200,    ,   ,2024,1,00000000,175,87,20241213,010311
G22E 000     , 300,    ,   ,2024,1,00000000,141,61,20241213,010314
G45E 000     , 300,    ,   ,2024,1,00000000,283,100,20241213,010317
GSPE 000     , 250,    ,   ,2024,1,00000000,45,26,20241213,010349
GGUE 000     , 200, 150,   ,2024,1,00000000,47,36,20241213,010338
